ID,user_id,body,category
79,61,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは79.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オサガメ
80,38,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは80.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ハヤブサ
81,23,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは81.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオサンショウウオ
82,65,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは82.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オジロワシ
83,75,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは83.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,トラ
84,34,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは84.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライオン
85,3,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは85.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,チンチラ
86,71,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは86.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,シロナガスクジラ
87,75,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは87.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオワシ
88,5,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは88.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,イヌワシ
89,37,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは89.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,アホウドリ
90,20,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは90.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオタカ
91,93,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは91.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライチョウ
92,92,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは92.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,トラ
93,6,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは93.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライオン
94,42,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは94.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,チンチラ
95,12,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは95.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,シロナガスクジラ
96,22,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは96.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,チンパンジー
97,17,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは97.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ボノボ
98,7,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは98.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,レッサーパンダ
99,5,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは99.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ラッコ
100,12,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは100.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,アオウミガメ
